"","CrimeDate","CrimeTime","CrimeCode","Location","Description","Weapon","Post","District","Neighborhood","Location.1","Total.Incidents"
"932","03/20/2011",223,"1K","4500 EDMONDSON AV","HOMICIDE","KNIFE",823,"SOUTHWESTERN","Rognel Heights","(39.29346, -76.69365)",1
"933","03/19/2011",155,"1F","300 MC MECHEN ST","HOMICIDE","FIREARM",133,"CENTRAL","Bolton Hill","(39.30669, -76.62825)",1
"934","03/19/2011",2140,"1O","1200 W OSTEND ST","HOMICIDE","OTHER",921,"SOUTHERN","Washington Village/Pigtown","(39.28114, -76.63317)",1
"935","03/17/2011",2102,"1F","2700 PENNSYLVANIA AV","HOMICIDE","FIREARM",736,"WESTERN","Penn North","(39.31295, -76.64598)",1
"936","03/12/2011",1801,"1F","1100 GORSUCH AV","HOMICIDE","FIREARM",513,"NORTHERN","Better Waverly","(39.32541, -76.6018)",1
"937","03/08/2011",1104,"1K","1100 COOKS LA","HOMICIDE","KNIFE",823,"SOUTHWESTERN","West Hills","(39.29849, -76.71003)",1
"938","03/06/2011",234,"1K","5000 NELSON AV","HOMICIDE","KNIFE",614,"NORTHWESTERN","Langston Hughes","(39.34382, -76.68054)",1
"939","03/05/2011",1507,"1O","2700 HOLLINS FERRY RD","HOMICIDE","OTHER",923,"SOUTHERN","Lakeland","(39.25906, -76.64359)",1
"940","03/05/2011",2108,"1F","200 N HILTON ST","HOMICIDE","FIREARM",816,"SOUTHWESTERN","Saint Josephs","(39.28891, -76.6725)",1
"941","03/01/2011",2335,"1F","1900 Greenmount Av","HOMICIDE","FIREARM",314,"EASTERN","East Baltimore Midway","(39.3122, -76.60944)",1
"942","02/27/2011",1320,"1K","2800 CLIFTON AV","HOMICIDE","KNIFE",735,"WESTERN","Walbrook","(39.3113, -76.66492)",1
"943","02/20/2011",1551,"1F","1600 CLIFTVIEW AV","HOMICIDE","FIREARM",312,"EASTERN","Darley Park","(39.31523, -76.59558)",1
"944","02/19/2011",1230,"1O","3300 VIRGINIA AV","HOMICIDE","OTHER",613,"NORTHWESTERN","Central Park Heights","(39.34315, -76.67171)",1
"945","02/17/2011",1255,"1K","1900 GREENMOUNT AV","HOMICIDE","KNIFE",314,"EASTERN","Barclay","(39.3119, -76.60951)",1
"946","02/16/2011",2256,"1F","1600 E 31ST ST","HOMICIDE","FIREARM",414,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32603, -76.59291)",1
"947","02/15/2011",1640,"1K","1100 W CROSS ST","HOMICIDE","KNIFE",921,"SOUTHERN","Washington Village/Pigtown","(39.28132, -76.63041)",1
"948","02/11/2011",1033,"1F","4000 PARK HEIGHTS AV","HOMICIDE","FIREARM",612,"NORTHWESTERN","Central Park Heights","(39.33456, -76.66274)",1
"949","02/08/2011",1831,"1F","6600 ALTA AV","HOMICIDE","FIREARM",425,"NORTHEASTERN","Westfield","(39.3591, -76.54363)",1
"950","02/07/2011",1513,"1F","1700 GORSUCH AV","HOMICIDE","FIREARM",411,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32083, -76.59396)",1
"951","02/02/2011",2011,"1F","900 N WOODINGTON RD","HOMICIDE","FIREARM",823,"SOUTHWESTERN","Rognel Heights","(39.29783, -76.6862)",1
"952","01/30/2011",1440,"1F","5700 EASTBURY AV","HOMICIDE","FIREARM",433,"NORTHEASTERN","Frankford","(39.31843, -76.5487)",1
"953","01/28/2011",1839,"1F","800 W PRATT ST","HOMICIDE","FIREARM",931,"SOUTHERN","Hollins Market","(39.28594, -76.63081)",1
"954","01/24/2011",1525,"1F","1700 COLE ST","HOMICIDE","FIREARM",935,"SOUTHERN","New Southwest/Mount Clare","(39.28211, -76.64384)",1
"955","01/23/2011",2241,"1F","1400 E MONUMENT ST","HOMICIDE","FIREARM",324,"EASTERN","Gay Street","(39.29822, -76.59902)",1
"956","01/22/2011",1628,"1F","400 SWALE AV","HOMICIDE","FIREARM",924,"SOUTHERN","Cherry Hill","(39.25001, -76.61912)",1
"957","01/20/2011",1327,"1F","2900 S DENHAM CIR","HOMICIDE","FIREARM",924,"SOUTHERN","Cherry Hill","(39.24435, -76.62693)",1
"958","01/10/2011",2146,"1F","3000 HARFORD RD","HOMICIDE","FIREARM",412,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32536, -76.58596)",1
"959","01/10/2011",2341,"1F","600 N CARROLLTON AV","HOMICIDE","FIREARM",713,"WESTERN","Harlem Park","(39.29567, -76.63715)",1
"960","01/09/2011",702,"1F","300 E 33RD ST","HOMICIDE","FIREARM",515,"NORTHERN","Oakenshawe","(39.32836, -76.61334)",1
"961","01/09/2011",2323,"1F","1700 GWYNNS FALLS PKWY","HOMICIDE","FIREARM",736,"WESTERN","Parkview/Woodbrook","(39.31706, -76.64989)",1
"962","01/09/2011",2323,"1F","1700 GWYNNS FALLS PKWY","HOMICIDE","FIREARM",736,"WESTERN","Parkview/Woodbrook","(39.31706, -76.64989)",1
"963","01/05/2011",1355,"1F","2700 MAYFIELD AV","HOMICIDE","FIREARM",415,"NORTHEASTERN","Belair-Edison","(39.32413, -76.57563)",1
"964","01/02/2011",1930,"1F","5600 PLYMOUTH RD","HOMICIDE","FIREARM",424,"NORTHEASTERN","Hamilton Hills","(39.35911, -76.57133)",1
"965","01/01/2011",136,"1K","1500 HAZEL ST","HOMICIDE","KNIFE",911,"SOUTHERN","Curtis Bay","(39.226, -76.58984)",1
"966","01/01/2011",1649,"1F","500 N LAKEWOOD AV","HOMICIDE","FIREARM",221,"SOUTHEASTERN","McElderry Park","(39.297, -76.57939)",1
